"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"East Asia & Pacific (excluding high income)","EAP","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.5657602264671","82.3172594355911","82.2402868877443","82.0231040338804","81.9098421114098","81.8194135473913","81.732119675128","81.5390865500319","81.5021204002689","81.3118693386334","81.1570884462288","80.6533774168251","80.2101276917128","79.9495055534852","79.4969566271783","79.3274826623001","79.0775274437177","79.2433836385209","79.0285502576575","78.8663998704109","78.6522817945177","78.7405268569979","78.8230761352171","78.8251711402276","78.9613832888413","79.1006254635471","79.2600864625079","79.4390513167382","79.7410727540236","79.9193950982653","79.6606321774781","80.258179642445","80.0926865899658","80.1224456054212",
"Early-demographic dividend","EAR","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.0356879983124","44.2035508926379","44.5163373690403","44.4688738288452","44.9709893830729","45.278216549175","45.6799800614504","46.0450999706708","46.6399764327423","46.9852041219189","47.2168697916361","47.211962083133","47.1533646238334","47.3856395192972","47.4595946261925","47.7205124298119","47.3486949824652","47.5225299074952","47.1489137964977","47.1069132888252","46.8893015033141","46.6521334028662","46.5165309570005","46.4239477366141","46.4095462491537","46.6657956747857","46.8258100289269","47.0333847488828","47.308388656794","47.6833769313774","47.1215942052888","48.2845517760536","49.4317635039065","50.4212626891974",
"East Asia & Pacific","EAS","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.5810814471492","80.3710142202566","80.2815885550926","80.0662227416521","80.0043032348113","79.9558323456362","79.9212620367513","79.8150529253314","79.7592639245686","79.6314157791495","79.5828448869254","79.2259258477108","78.8631084978452","78.6614405375253","78.3425559795707","78.2525685673152","78.0830067925962","78.254285028033","78.1178664441558","78.0202455766771","77.8575302570385","77.9599042776677","78.0664205931147","78.1510678757965","78.3339746272384","78.5083465806944","78.7193089507476","78.9570383577204","79.3157415708673","79.5613767220859","79.3166729727729","79.930424947816","79.8497281237068","79.956303419899",
"Europe & Central Asia (excluding high income)","ECA","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.8689115675127","68.7501816897094","68.62874882337","67.5506497235685","68.5723841367359","68.5755639828273","68.471167952325","68.0451426489831","68.1160798053667","68.560204559178","68.0546688100627","68.5011258971675","69.0447820501636","68.9687337297489","68.0963394588822","68.0323075969523","68.0879886387158","67.663119379869","67.431239182634","67.4330551164507","67.7668953323708","67.53720283283","67.3847099965634","67.2320209253278","66.8495433634474","66.8991383888332","66.796431764512","66.6521465065926","66.5483354723471","66.6222015724299","66.1983443905424","66.3311504211183","64.7250019834743","65.1672835939574",
"Europe & Central Asia","ECS","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.5500579968686","70.0033463922747","70.1612128367006","70.0326398203388","70.4747195147191","70.7229001288883","71.0385971890755","71.2008482849454","71.5779075712285","72.5338023915763","72.8726861233828","73.1979823872328","73.9478820567108","74.3240065432967","74.463331833033","74.7840265362637","75.2217245265044","75.291481778269","75.1890995795961","75.6945045487532","75.8371781909583","76.1999390854011","76.3747034113765","76.4850244300007","76.5522103409004","76.5618573073564","76.698346458192","76.7661152594377","76.8562110105637","77.1171928746017","77.1529986630754","77.569054364227","77.9709357451854","78.3381179760398",
"Ecuador","ECU","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.1511668934926","59.4559226916979","59.6010226313867","59.7667675239536","60.2047626843305","60.4737352981961","60.7093703044307","60.4458559063453","63.5240915737862","59.9493869929486","56.3607995380665","57.600392373245","58.839944677674","60.077708811886","63.8929281178809","63.0354541039339","63.0956371821273","63.4406632721589","63.915714461236","63.1279235306081","61.8109019749208","61.2729781804926","62.3384200495274","62.7637378400229","61.2551860557718","65.1393647327535","69.1132261404318","69.9043020520925","68.9100820885139","69.5949749258008","66.9326586220319","68.5956190772099","69.6275743483528","68.4615986234945",
"Egypt, Arab Rep.","EGY","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.0652341829928","31.1078668089168","32.2128733697939","30.3893093338788","31.0368908048293","29.4400303198473","28.72582868216","28.0270816992115","27.3431534520818","27.6430872067167","28.4586633939529","29.3925510543279","26.8125875156607","27.4358862842314","28.074179743224","28.727303366053","29.3965541082441","32.3016631354465","30.0309979700444","31.5508315893821","30.790270327686","30.1233643860517","30.3141706729151","31.2466901131133","31.7947873347882","32.1445681273778","32.9392953000971","32.8267881980409","27.0661551802696","23.1900799859622","21.3363516868702","22.200703473221","21.6771971766849","21.8029469604127",
"Euro area","EMU","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.3366577650434","63.8719666714783","64.5916235553256","65.0968761271178","65.96289761838","66.7280484912746","67.3354234986075","67.8565775755581","68.5042851433739","69.4132091756297","70.128565700908","70.4804717834356","71.3206415539945","72.3695021610872","72.990959536618","73.7068338270471","74.5583753655858","75.2591525539341","75.7055086327517","76.8500158464937","77.2759884646122","78.1687141257409","78.7231508627325","79.2124302879337","79.7044273545726","79.9074817527488","80.3166861708287","80.5240328108111","80.6171561690188","81.0309150535353","81.1134948571893","81.8780213533175","82.1088359998803","82.5493892018881",
"Eritrea","ERI","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.9763149834954","83.9151242968608","83.807645665454","83.9523722876768","84.0710086192134","84.728083995538","85.1203475809154","84.5035485426859","83.9835986933778","83.6259372617734","83.4014253937991","83.6053251944561","83.9811435175121","84.5091812784758","84.9950835791544","85.0307927393962","84.8623164122534","84.7168025121799","84.8559081139794","85.0544328892908","85.150677292688","85.350006415715","85.4798334269137","85.5059241844743","85.5596558856713","85.2994173121475","85.2890488528319","85.298429564993","85.6073574725807","85.9674966736362","85.9378008858078","86.1573636265696","85.8658501851324","85.8537337508303",
"Spain","ESP","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.4712016257027","49.8553620422283","52.1381877610314","53.3754952758305","55.7488293544177","57.2358077922887","57.9685580556376","59.0250104662522","59.3207255885758","60.0681807711798","61.8037820746686","60.281238058846","63.4433355040967","64.9400422174648","66.626968767678","67.9048837517095","69.5470485096435","70.9253740065451","72.8750729713952","75.2940829188375","76.8719618249119","78.3723021582734","79.9307906189555","80.4026906921532","80.8157122894305","81.058598804609","81.4289038864324","81.5501723626948","81.434267951898","81.9421481096572","81.9103075537254","83.5078659207192","83.1901122030733","84.1232189763592",
"Estonia","EST","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.5834957431531","75.6310591411107","74.0274736213418","74.614020731042","74.6939054386444","74.9326784892076","75.881677278464","77.2981056829512","76.069794628296","76.9596798102579","79.0815559098703","79.7701431618358","79.6783511593411","78.6252538166504","80.888591542871","82.7257830133259","81.0186626347075","79.1420660152072","79.6858181818182","80.5221563231247","82.2330401541058","81.8595272438256","81.1833001055471","81.0441531815186","79.2813222275522","80.8466513907823","80.3399409170698","80.8389347400664","81.0163642278263","82.073743272644","81.8418828517813","83.2857637087009","84.9514768826546","86.2420184212013",
"Ethiopia","ETH","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.8818887045424","83.9011753095281","83.8951016791359","83.7984443996145","83.7010078387458","83.6031641249986","83.4920528468916","83.3591962042981","83.2183113509415","83.0970544016927","83.0130309471084","82.9749123880514","82.9861342948076","83.0313895353369","83.0998629266825","83.1857123733881","83.2849064616347","83.3857659452984","83.490169248197","83.5981392422131","83.7085734870317","83.821489392897","83.9389830508475","84.0580530492568","82.8836792799412","81.6618544218321","80.3870175562876","79.0599109238063","77.6589546260105","76.1796370347585","74.3790652703483","72.7329019865541","72.9539398553483","73.2254524107302",
"European Union","EUU","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.1671148849771","67.2442121338104","67.7869883221131","68.1351208163009","68.7648680203747","69.2652387865611","69.6877671226671","69.9751470237211","70.4903707221053","71.2622121374545","71.921948815477","72.2793791435119","72.8343481007406","73.5898410842694","73.9974067075649","74.4746021063016","75.0977513619228","75.6125083127254","75.9181199447286","76.7306783214952","77.1812757314416","77.9453592657433","78.4282887504515","78.8031187582386","79.1654416589706","79.3314936648074","79.617965396887","79.8035704638898","79.8902983675116","80.1299477032124","80.0753253905332","80.8226767216606","81.2016513074346","81.6985854642845",
"Fragile and conflict affected situations","FCS","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.7623303726268","77.9252946488791","77.9304154340957","77.7413578621544","77.745614805075","77.8438517210168","77.7193649079817","77.5117359628661","77.4286185106294","77.3552550393254","77.2914220641547","77.2929528694369","77.2592969866195","77.0981130769194","77.0422034195772","77.067888862452","76.8995944680942","76.742432176989","76.5134238061321","76.3637731770139","76.1800772375035","76.1712799585656","76.1103346275216","76.1354867265273","75.9420796145519","75.8727621184425","75.4689439377984","74.9472400179263","74.7493731684387","74.4141167869648","73.7602778167465","73.8925155187709","73.1063903026963","76.6631908588265",
"Finland","FIN","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.1327020856386","82.0261017482168","82.0352547719539","82.0289383358977","81.9450684398119","83.8011534449966","84.8827620544258","83.4367585325789","83.8685108457226","85.1430817372375","84.953293485117","85.6538317757009","86.4210463306596","86.1050933050455","86.7259169993221","87.4357278167003","87.7828939448658","88.0104390543445","87.3126265008903","88.7013493487247","87.6160456655376","86.9422132106371","87.9708364827412","88.4361969634274","88.689473768625","88.968640107905","88.2961297575076","88.0997742591377","88.281547241598","88.6183131993188","88.0531750211455","87.731379807994","89.9166261049789","91.0183338083025",
"Fiji","FJI","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.6324356762433","49.6236096026366","49.6420704845815","49.6499204649357","49.6792658892055","49.6964898390077","49.7348966663728","49.1621798419967","48.589416539955","48.0203364298268","47.4530999197432","46.8870571729218","46.3233637842573","45.7632204025503","45.2032723412228","44.647736268226","46.6372783169877","48.6581849453663","50.703232224027","52.7677821382449","54.8461231015188","56.9328620148864","56.063442274613","55.2189461768035","54.4002095337873","52.2061317677756","50.0689081311595","50.1922801162806","50.2912291699316","50.2772812088156","50.1858344096792","50.3482717834144","50.2598299058361","50.2781432796154",
"France","FRA","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.806894447834","72.2388941582573","72.9936901145127","74.206654222027","74.9546021569897","75.8658472678767","76.1864071524646","75.9852922450019","76.7452257776075","77.0781297230221","77.4478202591434","77.2825409010219","77.178113123539","79.21707845135","79.0806724297426","80.3609494959209","80.8319922755069","81.618832634634","81.7964921330926","82.2978613676288","82.6144615334854","82.8957849049856","82.9353636805443","83.190947849628","83.6797296632273","83.9113394592102","84.1584158415842","83.9262623918305","84.3999667801678","84.8348222516468","85.0033967391304","86.2002706812144","86.1945196829459","86.6684504498478",
"Faroe Islands","FRO","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.5298031880556","61.4937099099995","61.4227628838716","61.5133649100725","61.688063642856","61.9848500016685","62.3704598048093","62.8539109587885","63.3533727328306","63.7130157437568","64.1851996801035","64.7223789736487","65.2555170401894","65.8381024615597","66.3969571230982","66.9679098005204","67.4333154236789","68.0117528425884","68.3960629375477","68.7571285383472","69.1349708087194","69.4364934303549","69.6782731241192","69.9146880460479","70.0779610706426","70.1410937738764","70.0550099557895","69.8570925966258","69.6460677898382","69.5247419601075","69.3724710726202","69.846591308011","69.3486970630112","69.3957728968089",
"United Kingdom","GBR","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.4560234108275","70.8657973153995","71.7580926536151","73.0435761738543","73.4986335122276","73.8304717975001","74.756892804027","75.4421895363992","75.7820136852395","76.4782746044054","76.9804607924712","77.5278783490224","78.5137388530414","78.1634598717282","79.1905667775148","79.4856554703469","79.8744407562419","79.6401994075573","79.8950645756457","80.7566530529192","81.0618564229898","81.515116006562","81.7096340465334","82.5852598184649","83.0147372133002","83.2948953360264","83.8810227456516","84.4415599740398","84.6167426805944","86.0310256866584","86.8526609307666","87.7511498426531","87.0108720237647","86.3657578175577",
"Georgia","GEO","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.261919472086","75.5614232307652","75.9061501286148","76.3058064516129","76.7705745242181","76.456663536132","75.7949611294558","75.2457574842833","75.0329363406408","77.281093176913","73.6422342054457","76.7324454728317","73.9477217089157","75.6185688476946","76.7374322707289","75.9987004372487","74.238246242934","75.0347326268762","72.6996614886472","71.5175330948589","72.5064485605776","71.8626273978901","71.8970787192464","70.8154936277824","71.840266056537","73.5239611447619","71.7495550721772","73.3655049612263","75.5035420645563","75.1015702207093","75.3007611097471","75.4730702867654","75.4215643194551","75.599236274227",
"Ghana","GHA","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.1438735579611","97.2444749624882","96.9883204977814","96.7268449854242","96.458792758603","96.1853456588539","95.906447828161","95.6219291440393","95.3292357166939","95.0334226337556","94.7305264256274","94.3571167024115","93.9777361112932","93.5922381152714","93.1993145267598","92.8014381262062","92.3973120203587","91.9855394143994","91.5685934771888","91.1438423908685","90.7138836018551","90.2773110373288","89.8352611286365","89.3864416862713","88.9321309919316","88.4709018455805","89.3574352732905","90.351642782736","91.411368360691","92.5109167116966","93.1968918898687","94.4232110898778","94.9921632502535","95.0371292837046",
"Gibraltar","GIB","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.9501517664362","98.778182272706","98.5542506901231","98.3295971106544","98.0889344644355","97.8811850473088","97.7091078066914","97.0634455982498","96.4129202292299","96.1353838627817","95.7415363988177","95.0099921274148","94.6054398165608","93.0140504607947","91.401509993494","89.7669767582801","88.1157925080791","86.4453392083872","84.7599482614319","83.061283587094","81.3503694205288","79.6311870212083","77.9033789786478","76.1696512145345","74.4326917163766","72.6929594823602","70.9538955624865","69.2187451635868","67.4874325079129","65.7627804225396","65.7626799069826","65.7285441631989","66.4155582172351","66.6994137220726",
"Gambia, The","GMB","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.1546734145184","88.8768344642575","88.7010991608557","88.5247836349331","87.6859988283538","87.1140730953815","86.9137670196672","87.4228049326917","87.5638775112151","88.4760556735079","89.1688255186189","89.961574451988","88.2139494743449","89.283027831664","90.4145181276732","88.8851624612835","87.8833515881709","87.8581066546727","88.6884244942979","89.6383963144622","90.4023344592569","87.1336391199565","87.6882213932777","87.6259077067229","86.430199760442","86.7240010072249","86.4861207763087","87.0241609695463","88.2231729335113","89.1969445104093","88.6394075474671","89.1059740157013","89.6091515729266","90.625375585914",
"Guinea-Bissau","GNB","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.0374115267947","75.1805699936547","75.2719410850618","75.309559857251","75.3272038939968","75.3998755040732","75.5326069279558","75.703015737233","75.8750153034157","76.0486222779428","76.2489415749365","76.4647902748877","76.6694565262132","76.8627882354559","77.0625766532997","77.2420363696616","77.3871431732684","77.5384103850044","77.7165463631316","77.9204518579319","78.1414287905621","78.3590747082256","78.5824366733916","78.8224388325515","79.0940717474894","79.4144245986887","79.7872491312673","80.2324918798792","80.7534256382354","81.3143309580364","81.3148638041803","81.5165808206493","81.2574720921858","81.3377492980056",
"Equatorial Guinea","GNQ","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.6520720904185","76.1282882882883","75.6529944100533","75.2320663127715","74.8906448426697","74.6466207671772","74.4882088360166","74.397750482639","74.3600855549187","74.4363112149925","74.9273604332985","75.8506710929228","76.9652943574215","78.1643457756818","79.2955067037082","80.0051950433175","80.2845028880423","80.3948746380829","80.4048433311766","80.3691171947093","80.3197522916092","80.1700882447076","79.9533940622825","79.7823734519659","79.6480272495033","79.572594916943","79.5690473365761","79.6340740740741","79.8000622951306","80.0875273522976","79.8507697635614","80.3092236645032","79.5979584527221","79.2348174505876",
"Greece","GRC","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.4481976875992","50.7702437829229","53.4468046201201","54.0552577826241","54.5177463844313","56.1556267533304","57.7730835170218","58.0765077896036","60.8961303462322","61.5756178129577","61.7664085113041","61.2790936852265","62.1101410767382","62.8532231613473","64.6777065246506","64.9398690341267","65.2914868575912","65.2665691317822","65.2321417352516","67.1101163267236","68.4832546497259","69.6937339222443","71.1126774415631","71.2138957161473","73.0053013018387","74.5832768667841","74.9027402612847","74.4391039249987","73.6767028376382","73.9534646565936","73.6492776609316","74.5887789234111","74.1823951895774","74.9748254564984",
"Grenada","GRD","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.1196277831615","46.2528891275418","46.5273724757792","46.7217611560505","46.9247919317373","47.2277678540156","47.3336369262386","47.6214953271028","48.0059861336825","48.276991844233","48.505216810895","48.5985469885165","48.9131072346116","49.1360779937746","49.4635420343051","49.8111952881944","50.1828252190906","50.582352656303","51.0089768363378","51.4674806292557","51.9578821148874","47.9967440357198","52.2904534412014","48.6700268569957","48.5883396735498","45.9789226886132","47.8209843681944","45.9817286417815","46.0422685479327","45.2270677424859","46.4876614243703","47.8386569113526","50.1603774753242","50.0303311668214",
"Guam","GUM","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.0276915731678","71.7403873952009","72.4862899597515","73.2661230905251","74.0857440579566","74.9420215366487","75.8402189892026","76.7838603417116","77.7705725958109","78.8073731750867","79.8941376742207","79.7810680145039","77.6205016980109","76.1529264404464","74.6816032712868","81.6295523944291","78.9780207200504","72.1890837332377","74.3716974780076","76.4956529224413","85.3257336377243","81.5295416896742","81.7423580786026","81.9078851479376","82.102712329567","82.1760341201215","82.1710747301856","82.2688608926953","82.1575612462405","82.5039164873135","82.2449101975953","82.6920492721165","82.2406880968001","82.2174299494383",
"Guyana","GUY","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.3382808796178","45.4262017562021","46.7343250042744","48.1037312884337","47.6060527836167","47.1091812944848","46.6045256486433","46.0916341590678","45.5704095375867","45.0481473597215","44.526759323313","44.0082409595915","43.4983733224888","44.5261072410047","45.582388739498","46.6715046587272","47.7965570387398","48.9527347454948","50.1375872382851","51.3543624161074","52.6058830709142","53.8915013504065","55.2384914032169","56.6512345679012","58.1017959821112","59.5896610680881","61.1111918710297","62.6685686554214","64.217337746182","64.4336214168616","64.3433531586562","64.2572275166173","66.381406044678","66.9950493404658",
"High income","HIC","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.2363827602187","69.6907461444057","69.9098868439785","70.0541848401599","70.639438743662","70.9489414527907","71.3387130469781","71.8128472080623","72.0500720755616","72.7758002026023","73.2438641753095","73.5929261066295","74.0923284158532","74.5344708978507","74.8352088089836","75.1903169554767","75.5489611355391","75.7094709101748","75.8823037952016","76.481967202566","76.6254477394375","76.8534315166244","76.9298451625412","77.054597838879","77.2972555125119","77.281349933815","77.5330103036467","77.8718802379029","78.2568287831304","78.7798689927922","78.8979317655483","79.3657827097905","79.7437548668508","80.2558370608274",
"Hong Kong SAR, China","HKG","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.4629770027799","60.8392229511109","59.9067300424071","59.6160522559823","60.8980185420833","62.0818866688503","62.9934275777252","63.7240020239141","64.926113658916","65.8808731640023","66.8312914404213","69.3635561438341","71.4619070768803","71.339485458613","72.0156748177592","73.1151439653464","74.0213168642295","75.167506585729","76.0748476936466","76.5433177508847","75.6393418431344","77.3249198303507","77.8238799382035","78.6477647677169","79.2093166698486","79.5865936550347","79.9128437665626","80.7641146911026","80.5493842600085","81.5700475862688","81.9849238563188","82.6011409592053","82.2440681134809","82.3570081709616",
"Honduras","HND","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.7280332815214","50.0925566195123","50.5845745532752","51.1380167466581","50.9678972160778","51.5098995695839","51.5578686151513","51.9391171293473","52.2375849752276","52.0217280989067","50.8219370550768","50.7262622567818","50.6464466250372","50.5810258193723","50.531535344984","50.4995791091754","47.3178473879771","47.2194135490394","49.468812322049","50.6994436665965","52.545546371688","49.728015642234","48.7778159909307","52.9928094441664","55.8999720524442","57.0282256088597","56.874403854968","55.1632269264153","60.6001179060842","57.408152074575","65.1218844152287","65.6863523310578","61.2110818274675","52.852784845538",
"Heavily indebted poor countries (HIPC)","HPC","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.2709568154641","82.3905024392566","82.3943316103725","82.3307453933438","82.4982423429106","82.6624989775452","82.4808214584909","82.2380793877404","82.1153351258944","82.1484854578424","82.2277842145777","82.3129184218163","82.3690483856098","82.3759002208766","82.4180192715975","82.451519298462","82.3018661477738","82.2187952901327","82.0791195004169","81.9366177707","81.8411329919246","81.9244187445064","81.7935965859478","81.6646038293146","81.3598448806821","80.9876910687836","80.6275838408346","80.3556260532429","80.1891787618697","79.8659403246449","79.1986625625163","79.6562905623172","79.3193328714793","81.2845628177934",
"Croatia","HRV","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.3232141572549","67.295116282427","67.6576721354585","68.0639815335444","68.5144922103432","69.0085597433597","69.52963659341","70.0616753844953","70.6240511133603","71.2504202218771","71.9276366934439","72.620881822652","73.2973511583492","73.1180655754018","73.5442935003661","74.7817205363909","76.3322857671042","73.260162601626","74.4953409814129","77.3993087863884","77.0953369958462","74.3928141308711","75.4051299473416","76.9949389905713","78.6144066356189","78.8830892413723","78.1937716262976","77.7520337761302","78.6123045346228","77.8132039507884","76.423183325601","77.736748064324","79.532857602929","81.4766167778507",
"Haiti","HTI","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.3753624689312","74.1881079385002","75.0307048242892","75.9103342451131","76.8247461603808","77.7742946708464","78.6373480845898","79.5424708807017","80.4888052840756","81.4786159467011","82.5166601332811","82.8448000927778","83.1721861973136","83.4971240280949","83.8196248196248","84.142581333026","84.4411916652316","84.738640099484","85.0333162480779","85.3240675081549","85.6129642973198","86.5654089743408","86.6170318371978","87.363184079602","87.866704642552","88.1035220305148","88.4122745641216","88.8345418400766","89.1027293295529","88.748084826095","88.7475425002891","89.4565829566624","85.9123352205809","85.0948202660628",
"Hungary","HUN","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.1730865953277","79.5203561677188","79.2919706758145","79.1686990453627","79.1816311586876","79.1453647641814","79.0612016897671","79.0813029429744","79.1309968901779","79.1732798465161","79.3052540165002","79.4248207962691","79.5598349381018","79.6472463619067","79.7897795248676","79.8972678714654","80.0010234017875","79.8388198333561","79.7307007938681","78.9719304287928","80.3161265883811","80.2652547164962","80.4393145878883","79.4845326495954","78.9537437818981","78.827804107425","78.774447509531","78.067465900055","78.2853500478062","77.4137204119737","77.3517012947907","78.1870365941163","78.718674511315","79.4479386074737",
